
[00:00:00.000 --> 00:00:02.000]   Parson
[01:15:48.740 --> 01:15:53.780]   It's basically only eating in during a six-hour period. So you have to go 18 hours without food
[01:15:54.260 --> 01:16:01.620]   And for me between the hours the 14 hour mark and getting to the 18 hour mark is the hardest period of time
[01:16:01.620 --> 01:16:05.380]   It's when my body rebels and says, you know, give me food
[01:16:05.380 --> 01:16:10.340]   Uh, and so I'm thinking if I set a booster for that time period. I just give myself a little bit of punch
[01:16:10.340 --> 01:16:16.900]   Uh, you know to try to push through and then set the intention to push through. So yeah, there you go. Okay. No, that's that's uh, that's a good
[01:16:16.900 --> 01:16:18.340]   That's a good
[01:16:18.340 --> 01:16:22.660]   Good approach. Okay. So then we did talk about how to turn it off for a while, which is the pause button
[01:16:23.060 --> 01:16:26.660]   um, and then the question we got about the seven-day free trial is, you know
[01:16:26.660 --> 01:16:33.700]   Does a regular subscription kick in after the seven days over or do I have to do something to make it like permanent?
[01:16:33.700 --> 01:16:41.220]   No, it happens automatically it happens automatically just if you don't want to continue you just need to
[01:16:41.220 --> 01:16:48.100]   Uh, cancel it which you can do with the click of a button or by reaching out to customer service
[01:16:48.100 --> 01:16:52.340]   Obviously we prefer that you click the button because that's the easiest
[01:16:53.140 --> 01:16:56.580]   But you know, you can also send a note to customer service
[01:16:56.580 --> 01:17:01.700]   Okay, and then if someone tries the seven-day free trial and it just they just decide that it's not for them
[01:17:01.700 --> 01:17:04.260]   How do they not?
[01:17:04.260 --> 01:17:06.260]   Automatically become a subscriber
[01:17:06.260 --> 01:17:13.380]   Just like I just said, you know, you pick the button to cancel it and you can do that. There's a chance to say
[01:17:13.380 --> 01:17:18.820]   Yeah, you can you can cancel the service. There should be somewhere
[01:17:19.780 --> 01:17:24.420]   Okay, it's probably under my account. So I don't want to go. Yes. Okay. So there is a
[01:17:24.420 --> 01:17:29.460]   Okay. Yes. Yes. Yes, it's it's pretty simple to do with one click literally
[01:17:29.460 --> 01:17:36.100]   Okay, but then so if you have the the service the the free trial the seven-day free trial and let's say you
[01:17:36.100 --> 01:17:38.580]   You cancel it on day five
[01:17:38.580 --> 01:17:44.580]   The service will still continue until the seven days of trial are completed
[01:17:44.980 --> 01:17:49.220]   Just so you know so that will will always happen if you wanted though
[01:17:49.220 --> 01:17:54.260]   We had another it was just one person that it was just too much energy for her and
[01:17:54.260 --> 01:17:58.180]   She then paused it. You know, so you can do that too
[01:17:58.180 --> 01:18:00.900]   Okay, all right. So there you go
[01:18:00.900 --> 01:18:06.020]   And then you mentioned too in the chat that you want to if you want to if you don't want to continue
[01:18:06.020 --> 01:18:10.260]   You want to cancel the day before it expires, right? Not the day of
[01:18:12.500 --> 01:18:17.140]   Don't look like a trial. Yes, definitely definitely the day before not the day off
[01:18:17.140 --> 01:18:23.700]   And if you're already in the subscription, let's say you're in a monthly subscription, but it applies the same for the annual
[01:18:23.700 --> 01:18:29.460]   Three months three days up to three days before the next payment
[01:18:29.460 --> 01:18:34.820]   Dayed you should you should cancel. Okay
[01:18:34.820 --> 01:18:37.620]   All right, that's clear. Thank you very much
[01:18:37.940 --> 01:18:43.540]   Okay, last couple of questions and then and this kind of falls into what you're doing in the future. So
[01:18:43.540 --> 01:18:46.100]   a lot there have been questions about
[01:18:46.100 --> 01:18:49.780]   What are the future enhancements? There's a couple right off. I think it's from sandy D
[01:18:49.780 --> 01:18:52.340]   So if you want to start with that, but
[01:18:52.340 --> 01:18:58.820]   Let's talk about like this and sandy's questions here for for what services will the frequencies be available
[01:18:58.820 --> 01:19:03.300]   And you know, then oh is it question mark only you or also other options
[01:19:04.260 --> 01:19:09.300]   So that's a great question and I cannot answer that yet because we're not yet at that point
[01:19:09.300 --> 01:19:14.900]   We have built it all already for our, you know, back end technology. So we know that we can
[01:19:14.900 --> 01:19:18.820]   uh work with the frequencies and all of that, but there's
[01:19:18.820 --> 01:19:23.860]   There's still one thing we need to figure out on the back end because as you know, we have
[01:19:23.860 --> 01:19:25.380]   um
[01:19:25.380 --> 01:19:27.940]   various healers and tinkers that
[01:19:27.940 --> 01:19:31.700]   You know make amazing frequencies and we need to
[01:19:32.580 --> 01:19:36.020]   Still think through okay. So how does this now work this model?
[01:19:36.020 --> 01:19:39.860]   If we offer a frequency there, that's something
[01:19:39.860 --> 01:19:43.460]   Um, you know, and maybe you even have an idea offline
[01:19:43.460 --> 01:19:49.380]   For that that that's just one thing the other thing is that okay, where exactly do we offer it?
[01:19:49.380 --> 01:19:51.700]   How many do we offer? I you know, I don't want to
[01:19:51.700 --> 01:19:55.300]   Offer too many but at the same time that people may request it
[01:19:55.300 --> 01:19:59.140]   So we'll see within the next three month at least that will be
[01:19:59.700 --> 01:20:03.620]   available and I think within the next 30 days we'll be able to
[01:20:03.620 --> 01:20:06.260]   announce it and
[01:20:06.260 --> 01:20:13.220]   Yeah, that's that with with the frequencies. Okay, so but if you have a block definitely can send frequencies easily
[01:20:13.220 --> 01:20:20.500]   Um, but this is forthcoming. Okay. All right. So there's your answer there. Uh, now same questions for the boost right sending
[01:20:20.500 --> 01:20:29.060]   Uh, can you boost other services other than just a person can I boost my pets and my business and
[01:20:29.780 --> 01:20:33.220]   Will there will these other options have the boost feature?
[01:20:33.220 --> 01:20:38.020]   They already have that today already have it now. Okay. I haven't looked at it. Okay
[01:20:38.020 --> 01:20:46.580]   Every service has the booster function and just with the pets I would be really mindful, you know, just uh, you know, just
[01:20:46.580 --> 01:20:54.180]   Don't think these things feel these things. Okay. All right. Cool. Okay. So then let's talk about the bundles
[01:20:54.180 --> 01:20:59.620]   Um, earlier the only question I had was, you know, people were just seeking clarification on bundles
[01:21:00.180 --> 01:21:03.060]   Like, you know, what are the particulars about them and so forth?
[01:21:03.060 --> 01:21:03.620]   So
[01:21:03.620 --> 01:21:08.660]   Can you kind of just let's talk about the all-in-one bundle offer and what's coming like how it works now
[01:21:08.660 --> 01:21:14.100]   If you already signed up for it and then what do you have planned for this this feature going forward?
[01:21:14.100 --> 01:21:19.940]   Yeah, so all-in-one means you can literally have up to all of the services
[01:21:19.940 --> 01:21:22.580]   That we offer
[01:21:22.580 --> 01:21:28.340]   Um and up to one of each, right? That's what it means. Now. Let's say you don't have a pet
[01:21:29.300 --> 01:21:36.180]   Then you can't use the pet of but you know, you could use everything else. So that's pretty much what that means
[01:21:36.180 --> 01:21:38.740]   and
[01:21:38.740 --> 01:21:40.740]   Very soon, I think within the next
[01:21:40.740 --> 01:21:46.820]   Within this coming week, frankly, we will introduce more bundles
[01:21:46.820 --> 01:21:52.340]   And that will be the so-called pick three pick four and pick five
[01:21:52.340 --> 01:21:56.180]   So you get to basically pick in the pick three
[01:21:56.900 --> 01:22:02.900]   Scenario pick three services of your choice. It could be three even three businesses
[01:22:02.900 --> 01:22:09.700]   It could be three of you know, you services and then with that you cover your two kids also, right?
[01:22:09.700 --> 01:22:15.220]   As an example, so it's much more flexible than the all-in-one bundle
[01:22:15.220 --> 01:22:22.580]   But but again, so the all-in-one bundle really was the start and it covers up to six
[01:22:23.300 --> 01:22:28.260]   And again, as I said, you know, if if someone is there that's like, oh, I have this all-in-one bundle
[01:22:28.260 --> 01:22:31.300]   But the pick five is actually what I really want and need
[01:22:31.300 --> 01:22:37.140]   You know, no worries. You can you can switch to that one. We'll make that happen for you. Okay
[01:22:37.140 --> 01:22:42.340]   Yeah, I can see where it'd be like I basically live with two dogs. So I'm not really worried about it
[01:22:42.340 --> 01:22:43.700]   Um
[01:22:43.700 --> 01:22:49.300]   But if I had a spouse, we both have cars, right? So a home two cars two people
[01:22:49.940 --> 01:22:54.900]   Two phones, so you definitely need to pick a different bundle because this is this is more like just for me
[01:22:54.900 --> 01:22:57.220]   My house my car my pet
[01:22:57.220 --> 01:23:03.140]   Right, so it's all yes, just one one per and then you're gonna have bundles that are to offer others. Okay, great
[01:23:03.140 --> 01:23:05.540]   Uh, yeah, there wasn't really specific
[01:23:05.540 --> 01:23:09.380]   Questions other than the mix and match which you just answered so that kind of handles that
[01:23:09.380 --> 01:23:16.980]   Uh, so that really kind of wraps up the questions. I mean, was there anything else that you that maybe I didn't catch in the chat that you might want to address
[01:23:18.820 --> 01:23:24.660]   Not really. I think we really covered it. Yeah, I can just extend a big big thanks to you for
[01:23:24.660 --> 01:23:30.740]   For doing this and and and for having suggested that we cover this. I think this will be very helpful
[01:23:30.740 --> 01:23:36.820]   And also thanks to everyone really in in the quantum upgrade community
[01:23:36.820 --> 01:23:40.580]   Group, it's it's a fun group already and yeah
[01:23:40.580 --> 01:23:46.660]   It's great that you guys asked so many questions and that you could have so many ideas also and and that you share
[01:23:47.380 --> 01:23:53.860]   So it's uh, it's been great. Thank you and thanks also to Emma because you have for Emma. It's been also
[01:23:53.860 --> 01:23:56.660]   Right
[01:23:56.660 --> 01:23:59.380]   Yeah, I noticed
[01:23:59.380 --> 01:24:01.380]   Now she's got two
[01:24:01.380 --> 01:24:06.420]   I mean the before the poor woman, but yeah, she's working hard. I'll tell you but yeah, okay, but okay
[01:24:06.420 --> 01:24:11.140]   So that's it. So uh, so everybody out there in the telegram community. This this is you
[01:24:11.140 --> 01:24:14.900]   You got you are these are your questions. It's only been two weeks
[01:24:14.980 --> 01:24:18.340]   So we wanted to put this together because it is hard to find the answer
[01:24:18.340 --> 01:24:21.860]   So at least we can introduce everybody to the q&a and then they could just go
[01:24:21.860 --> 01:24:27.060]   Hey, here's here's the FAQs for the first, you know for the first few weeks and it really kind of gets people over the hump
[01:24:27.060 --> 01:24:31.060]   So hey, thanks a lot for submitting questions. Thank you philip for your time
[01:24:31.060 --> 01:24:39.060]   Uh, this morning really couldn't do any of this without you and thank you for bringing the service to the universe. So uh, yeah, it's just absolutely cool
[01:24:39.060 --> 01:24:40.260]   I mean
[01:24:40.260 --> 01:24:44.740]   Folks if you haven't even looked at the studies on the website yet, you really need to
[01:24:44.980 --> 01:24:52.420]   It is beyond amazing. What this actually does in the physical real world when people actually study it like literally under a microscope
[01:24:52.420 --> 01:24:58.340]   Um, so yeah, it's definitely very very cool and very very real very real. Uh, so thank you philip
[01:24:58.340 --> 01:25:04.100]   Appreciate your time today. Thank you for submitting questions and any party words. I guess I already said that
[01:25:04.100 --> 01:25:08.580]   Thank you k and thanks to everyone out there
[01:25:08.580 --> 01:25:12.020]   All righty. So anyone that wants to reach out to either one of us
[01:25:12.420 --> 01:25:16.340]   Um, just come on over here. There's gonna be links in the video descriptions for the
[01:25:16.340 --> 01:25:19.060]   Telegram chat group for the quantum upgrade
[01:25:19.060 --> 01:25:23.380]   Uh, if you want to check me out on my blog. I'm at the tinkers.academy
[01:25:23.380 --> 01:25:30.500]   In your in your url window. I have a blog and there's a whole section of the blog dedicated to quantum energy and delay less
[01:25:30.500 --> 01:25:33.460]   So yeah, and again, you know, if you haven't tried it seven days free trial
[01:25:33.460 --> 01:25:39.060]   Try it. You know, I hate to sound like a salesman, but it's free and go ahead and give it a try and
[01:25:39.460 --> 01:25:42.660]   Um, there and really there's nothing to lose just don't forget to cancel if you don't want it
[01:25:42.660 --> 01:25:46.980]   But anyway, thank you very much for your time everybody really appreciate it. Thank you philip
[01:25:46.980 --> 01:25:49.380]   Uh, and aloha. I have a great day
[01:25:49.380 --> 01:25:52.340]   You too

